d273,188.84,Cefotetan Disodium Injection,4435,B. Braun Medical Inc.,2 gram/50 mL in DUPLEX (NDC 00264-3175-11)
d274,382.48,Cefotetan Disodium Injection,4318,"Fresenius Kabi USA, LLC",1 g SDV (NDC 63323-0385-10)
d275,904.16,Cefotetan Disodium Injection,9606,"Fresenius Kabi USA, LLC",2 g SDV (NDC 63323-0386-20)
d276,843.54,Cefotetan Disodium Injection,585,"Fresenius Kabi USA, LLC",10 g PBP (NDC 63323-0396-61)
d277,906.83,Cefotetan Disodium Injection,7390,"Teligent Pharma, Inc.",Cefotan 2g Vial 10 (NDC 52565-0053-10)
d278,900.88,Cefotetan Disodium Injection,8313,"Teligent Pharma, Inc.",Cefotan 2g Vial 10 (NDC 52565-0053-10)
d279,958.91,Cefoxitin for Injection,7448,B. Braun Medical Inc.,Cefoxitin Injection 2 gram/50 mL in DUPLEX Catalog 3125-11 (NDC NDC 00264-3125-11)
d28,545.48,Amino Acids,2586,Baxter Healthcare,"15% CLINISOL - sulfite-free (Amino Acid) Injection in VIAFLEX Plastic Container. Pharmacy Bulk Package. Not for Direct Infusion. Product Codes: 2B6189 15% 2000 mL (NDC 0338-0502-06), 2B6187 15% 500 mL (NDC 0338-0502-03)"
d280,812.49,Cefoxitin for Injection,9534,B. Braun Medical Inc.,Cefoxitin Injection 1 gram/50 mL in DUPLEX Catalog 3123-11 (NDC 0264-3123-11)
d281,589.38,Cefoxitin for Injection,6076,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",1g vial (NDC 0143-9878-25)
d282,520.98,Cefoxitin for Injection,7014,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",2g vial (NDC 0143-9877-25)
d283,592.31,Cefoxitin for Injection,9289,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",10g vial (NDC 0143-9876-10)
d284,6.53,Cefoxitin for Injection,636,Apotex Corp.,1 g (25 vials) (NDC 60505-0759-05)
d285,426.19,Cefoxitin for Injection,286,Apotex Corp.,2 g (25 vials) (NDC 60505-0760-05)
d286,282.47,Cefoxitin for Injection,302,Apotex Corp.,10 g (10 vials) (NDC 60505-0761-04)
d287,44.8,Cefoxitin for Injection,9517,"Fresenius Kabi USA, LLC",1 g per vial; SDV; (NDC 63323-341-25)
d288,828.08,Cefoxitin for Injection,1468,"Fresenius Kabi USA, LLC",2 grams per vial; SDV; (NDC 63323-342-25)
d289,88.72,Cefoxitin for Injection,8024,Sagent Pharmaceuticals,"10 g, package of 10 vials (NDC 25021-111-99)"
d29,841.89,Amino Acids,1723,B. Braun Medical Inc.,"Plenamine 15% Amino Acids Injection 1,000mL S4500 (NDC 00264-4500-00)"
d290,515.75,Cefoxitin for Injection,1004,Sagent Pharmaceuticals,"1 g, package of 10 vials (NDC 25021-109-10)"
d291,775.78,Cefoxitin for Injection,8756,Sagent Pharmaceuticals,"2 g, package of 10 vials (NDC 25021-110-20)"
d292,903.86,Cefoxitin for Injection,3334,WG Critical Care,1 g (NDC 44567-245-25)
d293,274.29,Cefoxitin for Injection,1857,WG Critical Care,2 g (NDC 44567-246-25)
d294,114.39,Cefoxitin for Injection,5155,WG Critical Care,10 g (NDC 44567-247-10)
d295,812.96,Ceftazidime (Fortaz) Injection,9683,"Teligent Pharma, Inc.",Ceftazidime (Fortaz) Premix Sol Frozen 1g Bag 24 x 50mL (NDC 24987-0412-00)
d296,347.11,Ceftazidime (Fortaz) Injection,3070,"Teligent Pharma, Inc.",Ceftazidime (Fortaz) Premix Sol Frozen 2g Bag 24 x 50mL (NDC 24987-0413-00)
d297,320.95,"Ceftazidime and Avibactam (AVYCAZ®) for Injection, 2 grams/0.5 grams",2012,Allergan Sales LLC,"2 g/1, .5 g/1 powder for solution 1 Single-use vials (NDC 0456-2700-01)"
d298,533.82,"Ceftazidime and Avibactam (AVYCAZ®) for Injection, 2 grams/0.5 grams",3484,Allergan Sales LLC,"2 g/1, .5 g/1 powder for solution Carton containing 10 vials  (NDC 0456-2700-10)"
d299,877.57,Ceftolozane and Tazobactam (Zerbaxa) Injection,7962,Merck Sharp & Dohme Corp.,Supplied in single-dose vials containing ceftolozane 1 g (equivalent to 1.147 g of ceftolozane sulfate) and tazobactam 0.5 g (equivalent to 0.537 g of tazobactam sodium) per vial. Vials are supplied in cartons containing 10 vials (NDC 67919-030-01)
d3,64.87,Abacavir Sulfate and Lamivudine Tablets,168,Teva Pharmaceuticals,600 mg and 300 mg  (NDC 0093-5382-56)
d30,650.4,Amiodarone Tablets,9113,Sandoz,"Amiodarone hydrochloride tablets, 200 mg, 60 count bottle (NDC 0185-0144-60)"
d300,511.31,Cefuroxime Sodium (Zinacef) Injection,6411,"Teligent Pharma, Inc.",Cefuroxime Sodium (Zinacef) Premix Sol Frozen 1.5g Bag 24 x 50mL (NDC 24987-0425-00)
d301,887.27,Chlordiazepoxide Hydrochloride Capsules,3608,Teva Pharmaceuticals,"25 mg, 500 count (NDC 0555-0159-04)"
d302,596.57,Chlordiazepoxide Hydrochloride Capsules,4132,Teva Pharmaceuticals,"5 mg, 100 count (NDC 0555-0158-02)"
d303,435.29,Chlordiazepoxide Hydrochloride Capsules,3412,Teva Pharmaceuticals,"10 mg, 1000 count (NDC 0555-0033-05)"
d304,420.6,Chlordiazepoxide Hydrochloride Capsules,3794,Teva Pharmaceuticals,"10 mg, 100 count (NDC 0555-0033-02)"
d305,961.48,Chlordiazepoxide Hydrochloride Capsules,1923,Teva Pharmaceuticals,"25 mg, 100 count (NDC 0555-0159-02)"
d306,402.36,Chlordiazepoxide Hydrochloride Capsules,9426,Teva Pharmaceuticals,"5 mg, 500 count (NDC 0555-0158-04)"
d307,35.32,Chlordiazepoxide Hydrochloride Capsules,9469,"Epic Pharma, LLC","10mg, 100ct (NDC 42806-562-01)"
d308,308.87,Chlordiazepoxide Hydrochloride Capsules,1243,"Epic Pharma, LLC","25mg, 100ct (NDC 42806-563-01)"
d309,692.58,Chlordiazepoxide Hydrochloride Capsules,5936,"Epic Pharma, LLC","5mg, 100ct (NDC 42806-564-01)"
d31,164.21,Amiodarone Tablets,8602,Sandoz,"Amiodarone hydrochloride tablets, 200 mg, 90 count bottle (NDC 0185-0144-09)"
d310,922.68,"Chlordiazepoxide Hydrochloride USP, Capsules",880,Bausch Health,5 mg (NDC 43547-251-10)
d314,970.28,"Chlordiazepoxide Hydrochloride USP, Capsules",3351,Bausch Health,10 mg (NDC 43547-252-10)
d318,95.49,Chloroprocaine Hydrochloride Injection,8878,B. Braun Medical Inc.,"Clorotekal® (Chloroprocaine HCl Injection, USP) 5mL ampules 50 mg/5 mL (10 mg/mL) Catalog D7055 (NDC 0264-7055-05)"
d319,374.9,Chloroprocaine Hydrochloride Injection,7565,"Fresenius Kabi USA, LLC",Nescacaine 1% (300 mg per 30 mL) (10 mg per mL); MDV; (NDC 63323-475-37)
d32,190.29,Amiodarone Tablets,8332,Sandoz,"Amiodarone hydrochloride tablets, 200 mg, 500 count bottle (NDC 0185-0144-05)"
d320,860.5,Chloroprocaine Hydrochloride Injection,6246,"Fresenius Kabi USA, LLC",Nescacaine 2% (600 mg per 30 mL) (20 mg per mL); MDV; (NDC 63323-476-37)
d321,608.83,Chloroprocaine Hydrochloride Injection,1228,"Fresenius Kabi USA, LLC",Nesacaine 2% (400 mg per 20 mL) (20 mg per mL); SDV; (NDC 63323-477-27)
d322,471.44,Chloroprocaine Hydrochloride Injection,9367,"Fresenius Kabi USA, LLC",Nesacaine 3% (600 mg per 20 mL) (30 mg per mL); SDV; (NDC 63323-478-27)
d323,162.15,Chloroprocaine Hydrochloride Injection,2005,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","2% (20 mg/mL), 20 mL vial (NDC 0143-9209-10)"
d324,131.16,Chloroprocaine Hydrochloride Injection,1514,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","3% (30 mg/mL), 20 mL vial (NDC 0143-9210-10)"
d325,822.98,Cisatracurium Besylate Injection,6353,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),"10 mg/5 mL Single Dose Vial, Package of 10 vials (NDC 55150-284-10)"
d326,755.7,Cisatracurium Besylate Injection,6171,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),"20 mg / 10 mL Multiple-Dose Vial, Package of 10 vials (ndc 55150-286-10)"
d327,391.64,Cisatracurium Besylate Injection,9595,Teva Pharmaceuticals,200 mg/20 mL (10 mg/mL) Single-dose vials (NDC 0703-2045-03)
d328,50.23,Cisatracurium Besylate Injection,4419,Teva Pharmaceuticals,20 mg/10 mL (2 mg/mL) Multiple-dose vials (NDC 0703-2056-03)
d329,776.2,Cisatracurium Besylate Injection,310,Teva Pharmaceuticals,10 mg/5 mL (2 mg/mL) Single-dose vials (NDC 0703-2033-03)
d33,694.84,Amiodarone Tablets,7568,Sandoz,"Amiodarone hydrochloride tablets, 400 mg, 500 count bottle (NDC 0245-0145-15)"
d330,782.15,Cisatracurium Besylate Injection,6593,"Somerset Therapeutics, LLC",2mg/mL 10 vials (NDC 70069-141-10)
d331,489.3,Cisatracurium Besylate Injection,842,"Somerset Therapeutics, LLC",2mg/ml 10 vials (NDC 70069-161-10)
d332,497.19,Cisatracurium Besylate Injection,3430,"Somerset Therapeutics, LLC",10mg/mL 10 vials (NDC 70069-151-10)
d333,678.59,Cisatracurium Besylate Injection,3490,"Meitheal Pharmaceuticals, Inc.",10 mg per 5 mL single dose vial (NDC 71288-712-06)
d334,755.54,Cisatracurium Besylate Injection,6371,"Meitheal Pharmaceuticals, Inc.",200 mg per 20 mL single dose vial (NDC 71288-713-21)
d335,916.47,Cisatracurium Besylate Injection,5369,"Meitheal Pharmaceuticals, Inc.",20 mg per 10 mL  multi dose vial (NDC 71288-712-11)
d336,469.38,Cisatracurium Besylate Injection,7763,"Fresenius Kabi USA, LLC","10 mg (base) per 5 mL (2 mg per mL), Single dose vial, PF, (NDC 63323-416-05)"
d337,6.73,Cisatracurium Besylate Injection,8196,"Fresenius Kabi USA, LLC","20 mg per 10 mL (2 mg per mL), Multiple dose vial, (NDC 63323-417-10)"
d338,822.17,Cisatracurium Besylate Injection,3513,"Fresenius Kabi USA, LLC","200 mg per 20 mL (10 mg per mL), Single dose vial, PF, (NDC 63323-418-20)"
d339,185.17,Cisatracurium Besylate Injection,425,Sandoz,2mg/ml; 5mL (NDC 0781-3150-95)
d34,426.95,Amiodarone Tablets,2023,Sandoz,"Amiodarone hydrochloride tablets, 400 mg, 30 count bottle (NDC 0245-0145-30)"
d340,791.78,Cisatracurium Besylate Injection,5784,Sandoz,2mg/mL; 10mL (NDC 0781-3152-95)
d341,238.19,Cisatracurium Besylate Injection,3925,Sandoz,1-mg/mL; 20mL (NDC 0781-3153-95_
d342,285.75,Cisatracurium Besylate Injection,3615,"Hospira, Inc.",10mg/5mL (2mg/mL) Single Dose Vial (NDC 00409-1098-02)
d343,190.79,Cisatracurium Besylate Injection,8364,"Hospira, Inc.",200 mg/20 mL (10 mg/mL) Single Dose Vial (NDC 00409-1103-01)
d344,480.19,Cisatracurium Besylate Injection,6035,"Hospira, Inc.",20mg/10mL (2mg/mL) Multi-Dose Vial (NDC 00409-1208-01)
d345,451.99,Cisatracurium Besylate Injection,3594,Abbvie,"2 mg/mL, 5 mL Single-dose vial (NDC 0074-4378-05, 0074-4378-24, 0074-4378-36)"
d346,31.77,Cisatracurium Besylate Injection,1536,Abbvie,"2 mg/mL, 10 mL Multiple-dose vial (NDC 0074-4380-10, 0074-4380-79, 0074-4380-81)"
d347,510.48,Cisatracurium Besylate Injection,7465,Abbvie,"10 mg/mL, 20 mL Single-dose vial (NDC 0074-4382-20, 0074-4382-91, 0074-4382-93)"
d348,435.5,Cleocin-T 1%,8379,Pfizer Pharmaceuticals,Topical solution 1 x 60 pledgets (NDC 0009-3116-14)
d349,534.39,Cleocin-T 1%,3007,Pfizer Pharmaceuticals,Topical solution 1 x 60 mL applicator bottle (NDC 0009-3116-02)
d35,696.92,Amitriptyline Hydrochloride Tablets,9094,"Mylan Specialty, a Viatris Company",10 mg (NDCs 0378-2610-01 and 0378-2610-10)
d350,983.6,Cleocin-T 1%,6002,Pfizer Pharmaceuticals,Topical gel 1 x 60 g tube (NDC 0009-3331-01)
d351,527.26,Cleocin-T 1%,5406,Pfizer Pharmaceuticals,Topical gel 1 x 30 g tube (NDC 0009-3331-02)
d352,424.51,"Clindamycin and Benzoyl Peroxide Gel, 1%/5%",2781,"Tolmar Pharmaceuticals, Inc.",45g jar (NDC 0781-7263-68); 35g pump (NDC 0781-7275-43); 50g jar (NDC 0781-7287-50); 50g pump (NDC 0781-7291-46)
d353,5.78,Clindamycin Injection,6306,"Mylan Institutional, a Viatris company",6 mL/vial (NDC 67457-816-06)
d354,654.83,Clindamycin Injection,7840,"Mylan Institutional, a Viatris company","150 mg/1 mL; 4 mL in 1 vial, Single dose; 25 vial/carton (NDC 67457-815-04)"
d355,517.63,Clindamycin Injection,3483,"Mylan Institutional, a Viatris company",300 mg/ 2 mL; Solution in Single Dose Vials (containing preservatives) (NDC 67457-814-02)
d356,527.56,"Clindamycin Phosphate and Benzoyl Peroxide Gel, 1.2%/5%",6564,"Tolmar Pharmaceuticals, Inc.",45 g tube (NDC 0781-7161-19)
d357,714.41,Clindamycin Phosphate Topical Solution 1%,5157,"Teligent Pharma, Inc.",30mL (NDC 52565-018-29)
d358,101.9,Clindamycin Phosphate Topical Solution 1%,2978,"Teligent Pharma, Inc.",60mL (NDC 52565-018-59)
d359,83.21,Clobetasol Propionate Ointment 0.05%,7862,"Teligent Pharma, Inc.",15g (NDC 52565-039-15)
d36,83.98,Amitriptyline Hydrochloride Tablets,3406,"Mylan Specialty, a Viatris Company",25 mg (NDCs 0378-2625-01 and 0378-2625-10)
d360,500.91,Clobetasol Propionate Ointment 0.05%,5006,"Teligent Pharma, Inc.",30g (NDC 52565-039-30)
d361,913.22,Clobetasol Propionate Ointment 0.05%,9780,"Teligent Pharma, Inc.",45g (NDC 52565-039-45)
d362,863.89,Clobetasol Propionate Ointment 0.05%,5562,"Teligent Pharma, Inc.",60g (NDC 52565-039-60)
d363,548.7,Clobetasol Propionate Topical Foam,9004,Ingenus Pharmaceuticals LLC,0.05% (NDCs 50742-304-01 and 50742-304-50)
d364,741.53,Clobetasol Propionate Topical Solution 0.05%,9077,"Tolmar Pharmaceuticals, Inc.",25 mL (NDC 63646-500-25)
d365,454.19,"Clobetasol Propionate Topical Solution, 0.05%",4697,"Tolmar Pharmaceuticals, Inc.",25 mL bottle (NDC 63646-500-25)
d366,697.01,"Clobetasol Propionate Topical Solution, 0.05%",8864,"Tolmar Pharmaceuticals, Inc.",50 mL bottle (NDC 63646-500-50)
d367,216.12,Clonazepam Tablets,1385,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 0.5mg  (90s)(NDC 0378-1910-77)
d368,799.88,Clonazepam Tablets,1122,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 0.5mg (100s)(NDC 0378-1910-01)
d369,120.74,Clonazepam Tablets,1572,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 0.5mg (1000s)(NDC 0378-1910-10)
d37,136.09,Amoxapine Tablets,2756,Teva Pharmaceuticals,"50 mg, 100 tablets (NDC 0591-5714-01)"
d370,158.14,Clonazepam Tablets,2600,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 1mg (90s)(NDC 0378-1912-77)
d371,586.25,Clonazepam Tablets,9208,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 1mg (100s)(NDC 0378-1912-01)
d372,626.79,Clonazepam Tablets,7043,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 1mg (1000s)(NDC 0378-1912-10)
d373,347.21,Clonazepam Tablets,7569,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 2mg (100s)(NDC 0378-1914-01)
d374,373.57,Clonazepam Tablets,9272,Mylan Pharmaceuticals Inc.,Clonazepam Tablets 2mg (500s)(NDC 0378-1914-05)
d375,948.61,Clonazepam Tablets,7090,Sandoz,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 0185-0063-01)"
d376,999.46,Clonazepam Tablets,1433,Sandoz,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 0185-0063-05)"
d377,827.55,Clonazepam Tablets,7346,Sandoz,"Clonazepam tablets, 0.5 mg, 1000 count bottle (NDC 0185-0063-10)"
d378,550.69,Clonazepam Tablets,5595,Sandoz,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 0781-8018-01)"
d379,949.44,Clonazepam Tablets,3356,Sandoz,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 0781-8018-05)"
d38,214.09,Amoxapine Tablets,4815,Teva Pharmaceuticals,"25 mg, 100 tablets (NDC 0591-5713-01)"
d380,820.26,Clonazepam Tablets,7976,Sandoz,"Clonazepam tablets, 0.5 mg, 1000 count bottle (NDC 0781-8018-10)"
d381,767.49,Clonazepam Tablets,9765,Sandoz,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 16714-752-01)"
d382,44.3,Clonazepam Tablets,3484,Sandoz,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 16714-752-02)"
d383,27.56,Clonazepam Tablets,1681,Sandoz,"Clonazepam tablets, 0.5 mg, 100 count bottle (NDC 16714-469-01)"
d384,220.85,Clonazepam Tablets,7498,Sandoz,"Clonazepam tablets, 0.5 mg, 500 count bottle (NDC 16714-469-02)"
d385,783.06,Clonazepam Tablets,4984,Sandoz,"Clonazepam tablets, 1 mg, 100 count bottle (NDC 0185-0064-01)"
d386,48.81,Clonazepam Tablets,3222,Sandoz,"Clonazepam tablets, 1 mg, 500 count bottle (NDC 0185-0064-05)"
d387,839.96,Clonazepam Tablets,4759,Sandoz,"Clonazepam tablets, 1 mg, 1000 count bottle (NDC 0185-0064-10)"
d388,671.81,Clonazepam Tablets,1145,Sandoz,"Clonazepam tablets, 1 mg, 100 count bottle (NDC 0781-5567-01)"
d389,705.2,Clonazepam Tablets,6752,Sandoz,"Clonazepam tablets, 1 mg, 500 count bottle (NDC 0781-5567-05)"
d39,592.41,Amoxapine Tablets,9710,Teva Pharmaceuticals,"100 mg, 100 tablets (NDC 0591-5715-01)"
d390,237.46,Clonazepam Tablets,9105,Sandoz,"Clonazepam tablets, 1 mg, 1000 count bottle (NDC 0781-5567-10)"
d391,72.69,Clonidine Hydrochloride Extended Release Tablets,8393,"Endo Pharmaceuticals, Inc.",0.1mg  (NDC 10370-257-02)
d392,540.62,Clonidine Tablets,4427,"Boehringer Ingelheim Pharmaceuticals, Inc.",0.1 mg tablets (NDC 0597-0006-01)
d393,786.65,Clonidine Tablets,845,"Boehringer Ingelheim Pharmaceuticals, Inc.",0.2 mg tablets (NDC 0597-0007-01)
d394,904.45,Clonidine Tablets,3360,"Boehringer Ingelheim Pharmaceuticals, Inc.",0.3 mg tablets (NDC 0597-0011-01)
d395,232.22,Clozapine (FazaClo® ) Orally Disintegrating Tablets,6134,"Jazz Pharmaceuticals, Inc.","12.5 mg tablet, 100 CT Bottle (NDC 18860-101-10)"
d396,775.01,Clozapine (FazaClo® ) Orally Disintegrating Tablets,7741,"Jazz Pharmaceuticals, Inc.","25 mg tablets, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-102-01)"
d397,71.57,Clozapine (FazaClo® ) Orally Disintegrating Tablets,9101,"Jazz Pharmaceuticals, Inc.","25 mg tablet, 100  CT bottle (NDC 18860-102-10)"
d398,436.4,Clozapine (FazaClo® ) Orally Disintegrating Tablets,4274,"Jazz Pharmaceuticals, Inc.","100 mg tablet, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-104-01)"
d399,338.32,Clozapine (FazaClo® ) Orally Disintegrating Tablets,7305,"Jazz Pharmaceuticals, Inc.","150 mg Tablet, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-105-01)"
d4,510.31,Abiraterone Acetate Tablets,7664,"Janssen Research and Development, LLC",250 mg tablets (NDC 57894-155-12)
d40,534.06,Amoxapine Tablets,6901,Teva Pharmaceuticals,"150 mg, 30 tablets (NDC 00591-5716-30)"
d400,672.78,Clozapine (FazaClo® ) Orally Disintegrating Tablets,866,"Jazz Pharmaceuticals, Inc.","150 mg Tablet, 100 CT Bottle (NDC 18860-105-10)"
d401,922.47,Clozapine (FazaClo® ) Orally Disintegrating Tablets,5827,"Jazz Pharmaceuticals, Inc.","200 mg Tablet, 8 Blister Pack In 1 Carton > 6 Tablets in 1 Blister Pack (NDC 18860-106-01)"
d402,167.7,Clozapine (FazaClo® ) Orally Disintegrating Tablets,376,"Jazz Pharmaceuticals, Inc.","200 mg Tablets, 100 CT Bottle (NDC 18860-106-10)"
d403,612.4,Clozapine (FazaClo® ) Orally Disintegrating Tablets,4404,"Jazz Pharmaceuticals, Inc.","100 mg Tablet, 100 CT Bottle (NDC 18860-104-10)"
d404,912.57,Continuous Renal Replacement Therapy (CRRT) Solutions,3005,Baxter Healthcare,"PrismaSol BK0/0/1.2 Replacement Solution for Continuous Renal Replacement Therapy, NON-PVC. (NDC 24571-113-06)"
d405,977.4,Continuous Renal Replacement Therapy (CRRT) Solutions,9914,Baxter Healthcare,"PrismaSol BGK0/2.5 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-108-06)"
d406,951.7,Continuous Renal Replacement Therapy (CRRT) Solutions,468,Baxter Healthcare,"PrismaSol BGK4/0/1.2 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (DC 24571-114-06)"
d407,560.56,Continuous Renal Replacement Therapy (CRRT) Solutions,6558,Baxter Healthcare,"PrismaSol BGK4/2.5 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-105-06)"
d408,300.44,Continuous Renal Replacement Therapy (CRRT) Solutions,2802,Baxter Healthcare,"PrismaSol BGK2/3.5 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-103-06)"
d409,13.59,Continuous Renal Replacement Therapy (CRRT) Solutions,5273,Baxter Healthcare,"PrismaSol BGK2/0 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-102-06)"
d41,438.76,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,8637,Nesher Pharmaceuticals (USA) LLC,"5 mg, 100 Count Bottle (NDC 68382-950-01)"
d410,5.57,Continuous Renal Replacement Therapy (CRRT) Solutions,6186,Baxter Healthcare,"PrismaSol B22GK4/0 Replacement Solution for Continuous Renal Replacement Therapy, NON PVC. (NDC 24571-111-06)"
d411,70.84,Continuous Renal Replacement Therapy (CRRT) Solutions,781,Baxter Healthcare,PHOXILLUM BK4/2.5 Replacement Solution for Continuous Renal Replacement Therapy (NDC 24571-116-06)
d412,908.98,Continuous Renal Replacement Therapy (CRRT) Solutions,2363,Baxter Healthcare,PHOXILLUM B22K4/0 Replacement Solution for Continuous Renal Replacement Therapy (NDC 24571-117-06)
d413,492.79,Cortisone Acetate Tablets,7961,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","25 mg, bottles of 100 (NDC 0143-9700-01)"
d414,832.54,Cyclopentolate Ophthalmic Solution,3349,Alcon,"CYCLOMYDRIL 0.2%, 1% 2ML (NDC 0065-0359-02)"
d415,406.66,Cyclopentolate Ophthalmic Solution,2245,Alcon,"CYCLOMYDRIL 0.2%, 1% 5ML (NDC 0065-0359-05)"
d416,571.44,Cyclopentolate Ophthalmic Solution,5364,Alcon,CYCLOGYL 0.5% 15ML (NDC 0065-0395-15)
d417,793.17,Cyclopentolate Ophthalmic Solution,6887,Alcon,CYCLOGYL 1% 2ML (NDC 0065-0396-02)
d418,323.69,Cyclopentolate Ophthalmic Solution,1524,Alcon,CYCLOGYL 1% 5ML (NDC 0065-0396-05)
d419,230.14,Cyclopentolate Ophthalmic Solution,888,Alcon,CYCLOGYL 2% 2ML (NDC 0065-0397-02)
d42,563.45,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,8309,Nesher Pharmaceuticals (USA) LLC,"7.5 mg, 100 Count Bottle (NDC 68382-951-01)"
d420,894.03,Cyclopentolate Ophthalmic Solution,9619,Alcon,CYCLOGYL 2% 5ML (NDC 0065-0397-05)
d421,362.53,Cyclopentolate Ophthalmic Solution,2401,Alcon,CYCLOGYL 2% 15ML (NDC 0065-0397-15)
d422,308.58,Cyclopentolate Ophthalmic Solution,5204,Alcon,CYCLOPENTOLATE HCL 1% 15ML (NDC 61314-396-01)
d424,258.48,Cyclopentolate Ophthalmic Solution,7547,Alcon,CYCLOPENTOLATE HCL 1% 2ML (NDC 61314-396-03)
d426,164.33,Cyclopentolate Ophthalmic Solution,492,Bausch & Lomb Incorporated,"Cyclopentolate Hydrochloride Ophthalmic Solution USP, 1%, 2 mL bottle (NDC 24208-735-01) and 15 mL bottle (NDC 24208-735-06)"
d427,533.63,Cyclopentolate Ophthalmic Solution,9974,Akorn Pharmaceuticals,"Cyclopentolate HCl 2% Oph Sol 20mg/mL, 15mL 1 Bottle (NDC 17478-097-12)"
d428,477.43,Cyclopentolate Ophthalmic Solution,453,Akorn Pharmaceuticals,"Cyclopentolate HCl 2% Oph Sol 20mg/mL, 2mL, 1 Bottle (NDC 17478-097-02)"
d429,210.7,Cyclopentolate Ophthalmic Solution,3627,Akorn Pharmaceuticals,"Cyclopentolate HCl 2% Oph Sol 20mg/mL, 5mL 1 Bottle/EA (NDC 17478-097-10)"
d43,456.27,Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,1114,Nesher Pharmaceuticals (USA) LLC,"10 mg, 100 Count Bottle (NDC 68382-952-01)"
